ema_fast,ema_slow,buy_signal,sell_signal,total_trades,win_rate,avg_win,avg_loss,profit_factor,max_drawdown,final_equity,pnl_percent
52,59,372,373,372,33.6,9.270072,-2.416288,1.9415,5.688,1561.9358,56.1936
52,60,366,367,366,33.88,9.480973,-2.446077,1.986,5.3801,1583.6901,58.369
52,61,359,360,359,33.7,9.640344,-2.48186,1.9748,5.6762,1575.799,57.5799
52,62,357,358,357,32.77,10.158211,-2.463077,2.0105,5.7997,1597.3724,59.7372
52,63,354,355,354,32.77,10.145499,-2.430694,2.0343,5.8645,1598.3728,59.8373
52,64,347,348,347,33.43,10.176986,-2.548714,2.0051,5.9691,1591.7773,59.1777
52,65,346,347,346,34.68,9.889145,-2.625263,2.0001,5.8515,1593.388,59.3388
52,66,338,339,338,34.62,10.183714,-2.661205,2.0259,5.6915,1603.3682,60.3368
52,67,332,333,332,33.13,10.795349,-2.666063,2.0063,6.0553,1595.6223,59.5622
52,68,330,331,330,33.03,10.852766,-2.652504,2.018,5.9759,1596.748,59.6748
52,69,331,332,331,33.23,10.71176,-2.662742,2.0023,6.1147,1589.8276,58.9828
52,70,324,325,324,34.88,10.813349,-2.758719,2.0992,6.1405,1639.8188,63.9819
52,71,320,321,320,34.38,10.98351,-2.687934,2.1404,6.0377,1643.7199,64.372
52,72,315,316,315,34.29,11.081717,-2.664365,2.17,5.74,1645.302,64.5302
52,73,312,313,312,34.62,11.132224,-2.698853,2.1837,5.6077,1651.7142,65.1714
52,74,313,314,313,33.55,11.446051,-2.680114,2.1559,5.7616,1644.3717,64.4372
52,75,317,318,317,32.49,11.636391,-2.595112,2.1582,5.9764,1643.1942,64.3194
52,76,316,317,316,32.91,11.387708,-2.601646,2.1473,6.0788,1632.7726,63.2773
52,77,320,321,320,31.56,11.794403,-2.542099,2.1397,6.2292,1634.5151,63.4515
52,78,318,319,318,31.76,11.711356,-2.541042,2.1451,6.3398,1631.4408,63.1441
52,79,316,317,316,31.96,11.644073,-2.561804,2.1352,6.2798,1625.2635,62.5263
52,80,313,314,313,32.27,11.580188,-2.61167,2.1124,6.2233,1615.9249,61.5925
52,81,309,310,309,32.36,11.620538,-2.624639,2.1184,6.2115,1613.5041,61.3504
52,82,314,315,314,32.17,11.468602,-2.577275,2.11,5.9355,1609.3693,60.9369
52,83,315,316,315,32.7,11.241428,-2.619376,2.0851,6.0933,1602.5593,60.2559
52,84,315,316,315,32.06,11.484033,-2.611745,2.0753,5.8293,1600.9739,60.0974
52,85,311,312,311,32.15,11.568468,-2.66181,2.0598,5.6334,1595.2048,59.5205
52,86,311,312,311,31.83,11.72661,-2.656452,2.0614,5.6258,1597.7665,59.7767
52,87,312,313,312,33.01,11.202295,-2.640548,2.0908,5.5447,1601.9619,60.1962
52,88,314,315,314,32.48,11.282302,-2.623218,2.0693,5.9626,1594.6726,59.4673
52,89,315,316,315,32.7,11.185107,-2.597606,2.092,5.8797,1601.3736,60.1374
52,90,309,310,309,32.36,11.602241,-2.592748,2.1411,5.6959,1618.3397,61.834
52,91,307,308,307,32.57,11.608597,-2.60351,2.154,5.7817,1621.9331,62.1933
52,92,302,303,302,33.11,11.640711,-2.677097,2.1526,5.8272,1623.2975,62.3298
52,93,301,302,301,32.23,11.678326,-2.677602,2.0738,6.3338,1586.5669,58.6567
52,94,299,300,299,32.44,11.660614,-2.688061,2.0831,6.0839,1588.0912,58.8091
52,95,297,298,297,31.99,11.872521,-2.686796,2.0782,5.8723,1585.1567,58.5157
52,96,295,296,295,32.2,11.796016,-2.686622,2.0856,6.1458,1583.2971,58.3297
52,97,294,295,294,32.31,11.791983,-2.757942,2.0411,6.5379,1571.4079,57.1408
52,98,290,291,290,32.07,12.022388,-2.775937,2.0446,6.7012,1571.2226,57.1223
52,99,288,289,288,31.6,12.204154,-2.775451,2.0312,6.6195,1563.8143,56.3814
52,100,290,291,290,31.72,12.077148,-2.763029,2.031,6.8004,1564.0178,56.4018
53,54,382,383,382,33.25,9.229313,-2.456556,1.8711,6.0875,1545.701,54.5701
53,55,381,382,381,33.86,9.045255,-2.454205,1.8867,5.8651,1548.3782,54.8378
53,56,377,378,377,34.22,8.967644,-2.427652,1.9215,5.6813,1554.7683,55.4768
53,57,376,377,376,34.57,8.872986,-2.463081,1.9037,5.615,1547.5704,54.757
53,58,371,372,371,33.42,9.503784,-2.404221,1.9845,5.457,1584.6266,58.4627
53,59,365,366,365,33.97,9.465937,-2.461507,1.9786,5.5276,1580.553,58.0553
53,60,360,361,360,33.89,9.555048,-2.491819,1.9656,5.7728,1572.6629,57.2663
53,61,357,358,357,32.77,10.12177,-2.427848,2.0324,5.7775,1601.5637,60.1564
53,62,352,353,352,32.95,10.159906,-2.448765,2.0393,5.8267,1600.6405,60.064
53,63,347,348,347,34.01,10.034626,-2.573263,2.0094,5.9587,1594.8086,59.4809
53,64,347,348,347,34.58,9.904868,-2.610646,2.0057,5.859,1595.9675,59.5967
53,65,337,338,337,34.42,10.265101,-2.681106,2.0096,5.9078,1598.2272,59.8227
53,66,331,332,331,33.23,10.798999,-2.663109,2.0183,5.9876,1599.3427,59.9343
53,67,330,331,330,33.03,10.814223,-2.638664,2.0214,5.9668,1595.6055,59.5605
53,68,329,330,329,33.43,10.70309,-2.660137,2.0209,6.0522,1594.77,59.477
53,69,321,322,321,35.51,10.714595,-2.779891,2.1227,5.8849,1646.0264,64.6026
53,70,318,319,318,34.59,10.985993,-2.707566,2.1458,5.9987,1645.2854,64.5285
53,71,314,315,314,34.39,11.073679,-2.66614,2.1775,5.6841,1646.7325,64.6732
53,72,314,315,314,34.39,11.129343,-2.671229,2.1843,5.6543,1651.6959,65.1696
53,73,314,315,314,33.44,11.443837,-2.665732,2.1567,6.037,1644.4649,64.4465
53,74,317,318,317,32.81,11.51945,-2.600115,2.1632,6.0106,1644.1984,64.4198
53,75,315,316,315,32.7,11.514473,-2.607369,2.1456,6.0579,1633.2285,63.3228
53,76,317,318,317,32.49,11.560095,-2.598064,2.1416,6.2969,1634.704,63.4704
53,77,316,317,316,31.96,11.740332,-2.568372,2.1474,6.1973,1633.5737,63.3574
53,78,317,318,317,31.86,11.62017,-2.584374,2.1024,6.2306,1615.4124,61.5412
53,79,312,313,312,32.37,11.581239,-2.59417,2.137,5.9623,1622.3352,62.2335
53,80,309,310,309,32.36,11.618274,-2.598514,2.1393,5.9605,1618.7379,61.8738
53,81,315,316,315,32.38,11.341498,-2.582413,2.1031,5.8488,1606.7788,60.6779
53,82,311,312,311,32.8,11.3651,-2.640044,2.101,5.8138,1607.471,60.7471
53,83,314,315,314,32.48,11.393103,-2.65493,2.0647,5.903,1599.2513,59.9251
53,84,311,312,311,32.15,11.588147,-2.671478,2.0558,5.5735,1595.1329,59.5133
53,85,310,311,310,32.26,11.607614,-2.644121,2.0905,5.5279,1605.4961,60.5496
53,86,309,310,309,33.01,11.290523,-2.660558,2.0911,5.6812,1600.8979,60.0898
53,87,312,313,312,32.69,11.290639,-2.640596,2.0768,5.8009,1597.12,59.712
53,88,315,316,315,32.7,11.241487,-2.588822,2.1097,5.812,1609.0429,60.9043
53,89,307,308,307,32.57,11.607707,-2.604572,2.153,5.6728,1621.6244,62.1624
53,90,307,308,307,32.9,11.508292,-2.624971,2.1495,5.8175,1621.5934,62.1593
53,91,300,301,300,32.67,11.609174,-2.701104,2.0851,5.9918,1592.0761,59.2076
53,92,298,299,298,32.55,11.683927,-2.720996,2.0722,6.3057,1586.4208,58.6421
53,93,299,300,299,32.11,11.730928,-2.691424,2.0612,6.1455,1579.8101,57.981
53,94,297,298,297,32.32,11.761626,-2.708577,2.074,6.1768,1584.6921,58.4692
53,95,295,296,295,32.2,11.798212,-2.708495,2.0691,6.2055,1579.1312,57.9131
53,96,293,294,293,32.08,11.879429,-2.737756,2.0496,6.5422,1571.8529,57.1853
53,97,291,292,291,31.27,12.228023,-2.727557,2.0398,6.6304,1567.2388,56.7239
53,98,288,289,288,31.94,12.08943,-2.769747,2.0488,6.4277,1569.3572,56.9357
53,99,289,290,289,31.83,12.047289,-2.757118,2.0406,6.7117,1565.1983,56.5198
53,100,288,289,288,31.25,12.242198,-2.723215,2.0434,6.5036,1562.6012,56.2601
54,55,376,377,376,34.31,8.967644,-2.435569,1.923,5.6809,1555.2404,55.524
54,56,376,377,376,34.57,8.865033,-2.472913,1.8944,5.6355,1544.1176,54.4118
54,57,371,372,371,33.42,9.519678,-2.414102,1.9797,5.4603,1584.1569,58.4157
54,58,365,366,365,33.97,9.46576,-2.460919,1.9791,5.5731,1580.6728,58.0673
54,59,358,359,358,33.52,9.747071,-2.484361,1.9782,5.6995,1578.3705,57.837
54,60,355,356,355,32.96,10.116899,-2.453698,2.0269,5.9216,1599.6969,59.9697
54,61,352,353,352,32.67,10.298499,-2.467777,2.025,5.8271,1599.4641,59.9464
54,62,347,348,347,34.01,10.045812,-2.575645,2.0098,5.9527,1595.583,59.5583
54,63,347,348,347,34.58,9.864607,-2.600205,2.0055,5.8708,1593.5063,59.3506
54,64,335,336,335,34.33,10.323641,-2.665594,2.0245,5.9026,1600.788,60.0788
54,65,331,332,331,33.23,10.800277,-2.656294,2.0238,6.0415,1600.9896,60.099
54,66,330,331,330,33.33,10.69582,-2.654658,2.0145,6.0425,1592.5154,59.2515
54,67,329,330,329,34.04,10.527956,-2.698562,2.0136,6.0921,1593.5432,59.3543
54,68,322,323,322,35.09,10.801384,-2.742181,2.1297,5.9308,1647.4405,64.744
54,69,317,318,317,34.38,11.094905,-2.66608,2.1808,5.7141,1654.7999,65.48
54,70,313,314,313,34.82,11.015767,-2.673401,2.2016,5.6474,1655.3447,65.5345
54,71,313,314,313,33.87,11.338663,-2.673374,2.1719,5.7498,1648.5099,64.851
54,72,313,314,313,33.55,11.427963,-2.668646,2.1617,5.9577,1644.8577,64.4858
54,73,316,317,316,32.59,11.508755,-2.615645,2.1277,6.1079,1628.2693,62.8269
54,74,317,318,317,32.18,11.65388,-2.578595,2.1441,6.1923,1634.2978,63.4298
54,75,318,319,318,31.76,11.798454,-2.578107,2.13,6.2895,1632.1946,63.2195
54,76,317,318,317,32.18,11.588665,-2.568858,2.1402,5.9832,1629.7393,62.9739
54,77,314,315,314,32.48,11.492284,-2.604887,2.1227,5.8974,1619.977,61.9977
54,78,311,312,311,32.8,11.424114,-2.618702,2.1291,5.9117,1617.9509,61.7951
54,79,309,310,309,33.33,11.244647,-2.628708,2.1388,5.943,1616.6849,61.6685
54,80,314,315,314,32.48,11.329109,-2.590742,2.104,5.8447,1606.3318,60.6332
54,81,311,312,311,32.48,11.448534,-2.64814,2.0793,5.8498,1600.1925,60.0193
54,82,315,316,315,31.75,11.587741,-2.637385,2.0436,5.9297,1591.7364,59.1736
54,83,309,310,309,32.36,11.572332,-2.670366,2.0735,5.5123,1599.1266,59.9127
54,84,311,312,311,33.12,11.248511,-2.657122,2.0963,5.6383,1605.9152,60.5915
54,85,308,309,308,33.12,11.271064,-2.654048,2.1028,5.929,1602.9147,60.2915
54,86,311,312,311,33.12,11.165816,-2.631159,2.1014,5.8277,1602.7981,60.2798
54,87,313,314,313,32.27,11.435324,-2.591178,2.1025,5.699,1605.638,60.5638
54,88,306,307,306,32.68,11.596449,-2.622386,2.1466,5.554,1619.4333,61.9433
54,89,304,305,304,33.22,11.493447,-2.674302,2.1383,5.7632,1617.9548,61.7955
54,90,298,299,298,32.55,11.693799,-2.714916,2.0786,6.0118,1588.6003,58.86
54,91,301,302,301,32.23,11.651936,-2.684708,2.0637,6.2772,1582.5573,58.2557
54,92,299,300,299,32.44,11.602382,-2.723368,2.0458,6.3243,1575.3108,57.5311
54,93,296,297,296,31.76,11.958888,-2.683279,2.074,6.2532,1582.113,58.2113
54,94,293,294,293,32.42,11.771834,-2.735291,2.0649,6.405,1576.7367,57.6737
54,95,292,293,292,31.85,11.965715,-2.733453,2.0458,6.6387,1568.8544,56.8854
54,96,289,290,289,31.83,12.10973,-2.76744,2.0435,6.5889,1568.9095,56.891
54,97,292,293,292,31.16,12.207756,-2.726292,2.0273,6.8088,1562.921,56.2921
54,98,287,288,287,31.36,12.277642,-2.774053,2.022,6.7172,1558.4993,55.8499
54,99,288,289,288,31.6,12.140761,-2.766025,2.0275,6.3989,1559.9023,55.9902
54,100,287,288,287,31.01,12.459801,-2.79031,2.0072,6.552,1556.441,55.6441
55,56,371,372,371,33.42,9.518844,-2.413553,1.9799,5.4601,1584.189,58.4189
55,57,365,366,365,33.97,9.464429,-2.454548,1.9839,5.5621,1582.043,58.2043
55,58,358,359,358,33.24,9.827405,-2.477557,1.975,5.7713,1577.325,57.7325
55,59,355,356,355,32.68,10.193621,-2.440172,2.0275,5.8059,1599.2589,59.9259
55,60,352,353,352,32.67,10.296677,-2.471135,2.0219,5.755,1598.4588,59.8459
55,61,347,348,347,34.29,9.962975,-2.575568,2.019,5.8545,1598.3646,59.8365
55,62,346,347,346,34.39,9.954394,-2.594481,2.0113,5.7994,1595.6256,59.5626
55,63,336,337,336,34.23,10.319249,-2.645378,2.0299,5.7478,1602.085,60.2085
55,64,330,331,330,33.33,10.806807,-2.670811,2.0231,6.0629,1601.1703,60.117
55,65,330,331,330,33.03,10.793907,-2.650388,2.0086,6.0596,1590.8001,59.08
55,66,327,328,327,34.56,10.421629,-2.717245,2.0252,5.9586,1596.1537,59.6154
55,67,321,322,321,34.89,10.839249,-2.734978,2.1238,5.9457,1642.3855,64.2386
55,68,315,316,315,34.6,10.990408,-2.689494,2.1622,5.9173,1643.9187,64.3919
55,69,313,314,313,34.82,11.022082,-2.678023,2.1991,5.7261,1655.0902,65.509
55,70,314,315,314,33.76,11.333834,-2.691507,2.146,5.8645,1641.5529,64.1553
55,71,313,314,313,33.87,11.293145,-2.679155,2.1585,6.0043,1642.4882,64.2488
55,72,316,317,316,33.23,11.301193,-2.613996,2.1514,6.2258,1635.0721,63.5072
55,73,317,318,317,32.81,11.421754,-2.558981,2.1793,6.0818,1642.7996,64.28
55,74,316,317,316,32.59,11.590088,-2.598463,2.1569,6.0868,1640.3065,64.0307
55,75,317,318,317,32.49,11.450348,-2.595043,2.1237,5.9941,1624.0466,62.4047
55,76,312,313,312,32.69,11.479845,-2.627467,2.1222,5.8409,1619.1761,61.9176
55,77,309,310,309,32.69,11.516061,-2.612563,2.1404,5.8644,1619.7091,61.9709
55,78,309,310,309,33.01,11.341482,-2.63291,2.1226,5.9225,1611.8188,61.1819
55,79,312,313,312,33.01,11.176249,-2.623384,2.0995,5.8198,1602.8665,60.2866
55,80,310,311,310,32.58,11.474876,-2.65672,2.0873,5.7669,1603.7079,60.3708
55,81,311,312,311,31.83,11.657804,-2.632145,2.0683,5.5483,1596.1078,59.6108
55,82,308,309,308,32.79,11.4267,-2.687227,2.0748,5.5668,1597.8406,59.7841
55,83,312,313,312,33.01,11.205972,-2.65921,2.0768,5.7394,1598.4403,59.844
55,84,305,306,305,33.44,11.2707,-2.666818,2.1235,5.8523,1608.2473,60.8247
55,85,308,309,308,32.79,11.426048,-2.609636,2.1363,5.682,1613.8362,61.3836
55,86,312,313,312,32.05,11.54487,-2.582084,2.109,5.7648,1607.0852,60.7085
55,87,307,308,307,32.57,11.61103,-2.620942,2.1401,5.7517,1618.5681,61.8568
55,88,300,301,300,32.33,11.93684,-2.696946,2.1149,5.9208,1610.3934,61.0393
55,89,298,299,298,32.55,11.678258,-2.72052,2.0716,6.2085,1585.9665,58.5967
55,90,298,299,298,32.89,11.514564,-2.708303,2.0833,6.0124,1586.7667,58.6767
55,91,297,298,297,32.32,11.781043,-2.706604,2.0789,6.3207,1586.9528,58.6953
55,92,297,298,297,31.99,11.836739,-2.679367,2.0776,6.3014,1583.258,58.3258
55,93,294,295,294,31.97,11.895255,-2.712377,2.0612,6.5568,1575.6786,57.5679
55,94,291,292,291,31.62,12.103795,-2.749114,2.0355,6.5919,1566.4755,56.6476
55,95,291,292,291,31.62,12.069139,-2.726772,2.0463,6.4745,1567.7331,56.7733
55,96,291,292,291,31.27,12.181603,-2.735866,2.0259,6.7362,1561.3526,56.1353
55,97,288,289,288,31.25,12.247726,-2.76118,2.0162,6.6447,1555.5816,55.5582
55,98,289,290,289,31.49,12.164435,-2.77094,2.0176,6.4274,1558.3174,55.8317
55,99,288,289,288,30.9,12.464357,-2.77213,2.0109,6.5746,1557.674,55.7674
55,100,285,286,285,30.88,12.537269,-2.809297,1.9935,6.7297,1549.8482,54.9848
56,57,358,359,358,33.24,9.844523,-2.475745,1.9799,5.847,1579.7952,57.9795
56,58,355,356,355,32.68,10.192556,-2.435084,2.0316,5.7377,1600.3515,60.0352
56,59,352,353,352,32.39,10.366857,-2.461811,2.0171,5.9027,1595.9106,59.5911
56,60,346,347,346,34.1,10.053358,-2.576233,2.0196,5.8578,1598.915,59.8915
56,61,345,346,345,34.2,10.081815,-2.596984,2.018,5.778,1600.1388,60.0139
56,62,335,336,335,34.03,10.415214,-2.637324,2.0371,5.7247,1604.4857,60.4486
56,63,330,331,330,33.33,10.805147,-2.658565,2.0321,5.8995,1603.6819,60.3682
56,64,330,331,330,33.33,10.700097,-2.650591,2.0184,5.9881,1593.8806,59.3881
56,65,326,327,326,34.36,10.879164,-2.717881,2.0949,5.796,1636.8398,63.684
56,66,320,321,320,34.06,11.092311,-2.700308,2.122,5.9851,1639.2968,63.9297
56,67,314,315,314,34.71,10.991884,-2.683081,2.1783,5.6571,1648.0838,64.8084
56,68,314,315,314,35.03,10.910188,-2.683592,2.1922,5.7311,1652.668,65.2668
56,69,316,317,316,33.54,11.325698,-2.683963,2.13,5.8871,1636.8918,63.6892
56,70,313,314,313,33.87,11.291186,-2.68602,2.1526,6.0872,1640.8596,64.086
56,71,314,315,314,34.08,11.086065,-2.644806,2.1667,6.1771,1638.734,63.8734
56,72,317,318,317,33.44,11.290126,-2.580194,2.1982,5.9064,1652.3326,65.2333
56,73,316,317,316,32.28,11.648151,-2.595763,2.1388,6.0288,1632.6181,63.2618
56,74,315,316,315,32.7,11.4091,-2.605524,2.1274,5.789,1622.7661,62.2766
56,75,312,313,312,33.01,11.345141,-2.627652,2.1278,5.7895,1619.3703,61.937
56,76,309,310,309,33.01,11.384178,-2.62777,2.1347,6.0468,1617.2377,61.7238
56,77,310,311,310,33.23,11.222539,-2.655747,2.1027,5.9715,1606.182,60.6182
56,78,309,310,309,32.69,11.442807,-2.635342,2.1084,5.7554,1607.5723,60.7572
56,79,311,312,311,32.15,11.587188,-2.607206,2.1063,5.6068,1608.5984,60.8598
56,80,311,312,311,31.83,11.67658,-2.633767,2.0703,5.5765,1597.6227,59.7623
56,81,310,311,310,32.58,11.430866,-2.671891,2.0675,5.8482,1596.0922,59.6092
56,82,312,313,312,33.01,11.17561,-2.643623,2.0834,6.1016,1598.5707,59.8571
56,83,305,306,305,34.1,11.058885,-2.700177,2.1191,5.8059,1607.3886,60.7389
56,84,308,309,308,32.79,11.462564,-2.629586,2.1269,5.7022,1613.3946,61.3395
56,85,310,311,310,32.26,11.628011,-2.605285,2.1254,5.7359,1615.6912,61.5691
56,86,307,308,307,32.57,11.576111,-2.635951,2.1216,5.8189,1611.9692,61.1969
56,87,300,301,300,32.0,11.842062,-2.69363,2.0689,6.1289,1587.3374,58.7337
56,88,297,298,297,32.66,11.661012,-2.740525,2.0637,6.0667,1583.0131,58.3013
56,89,298,299,298,32.89,11.509874,-2.720497,2.0731,6.1239,1583.8683,58.3868
56,90,297,298,297,31.99,11.833386,-2.684554,2.073,6.3573,1581.8919,58.1892
56,91,297,298,297,31.65,11.951475,-2.682868,2.0628,6.5157,1578.8165,57.8817
56,92,293,294,293,32.08,11.833595,-2.731806,2.0462,6.5613,1568.7285,56.8728
56,93,288,289,288,31.6,12.231265,-2.767701,2.0414,6.4171,1567.808,56.7808
56,94,290,291,290,31.03,12.336054,-2.739361,2.0265,6.7364,1562.3726,56.2373
56,95,290,291,290,31.03,12.272521,-2.718848,2.0312,6.7112,1560.7573,56.0757
56,96,290,291,290,31.38,12.127047,-2.777149,1.9968,6.6907,1550.9086,55.0909
56,97,288,289,288,30.9,12.466403,-2.778061,2.0069,6.4503,1556.6756,55.6676
56,98,286,287,286,30.77,12.582595,-2.785922,2.0073,6.6001,1555.6559,55.5656
56,99,285,286,285,31.58,12.263057,-2.828069,2.0013,6.7517,1552.2017,55.2202
56,100,283,284,283,31.1,12.515639,-2.824753,1.9995,6.6235,1550.5495,55.0549
57,58,352,353,352,32.39,10.367177,-2.460602,2.0181,5.8898,1596.235,59.6235
57,59,344,345,344,34.3,10.046457,-2.591758,2.0239,5.8574,1599.7447,59.9745
57,60,344,345,344,34.3,10.101879,-2.603423,2.026,5.7134,1603.6482,60.3648
57,61,334,335,334,34.13,10.433841,-2.664268,2.0293,5.7851,1603.3189,60.3319
57,62,329,330,329,33.43,10.794063,-2.657715,2.04,5.9231,1605.3074,60.5307
57,63,330,331,330,33.33,10.670529,-2.652474,2.0114,6.0223,1590.214,59.0214
57,64,326,327,326,34.36,10.873572,-2.697032,2.11,5.666,1640.6752,64.0675
57,65,320,321,320,34.06,11.098186,-2.699138,2.1241,5.9432,1640.1842,64.0184
57,66,313,314,313,35.14,10.886446,-2.695786,2.1883,5.6291,1650.2646,65.0265
57,67,314,315,314,35.35,10.825491,-2.700827,2.1917,5.7273,1653.3615,65.3362
57,68,315,316,315,33.33,11.438291,-2.657175,2.1523,5.8889,1643.0137,64.3014
57,69,313,314,313,33.55,11.395761,-2.665939,2.1578,6.0829,1642.0397,64.204
57,70,314,315,314,34.08,11.08171,-2.648199,2.1631,6.1852,1637.5658,63.7566
57,71,318,319,318,33.33,11.289747,-2.571433,2.1952,5.8935,1651.5693,65.1569
57,72,315,316,315,32.7,11.538561,-2.619611,2.14,6.061,1633.1142,63.3114
57,73,314,315,314,32.48,11.519793,-2.603478,2.1289,5.96,1623.0815,62.3081
57,74,312,313,312,33.01,11.346261,-2.634364,2.1226,5.9138,1618.0828,61.8083
57,75,309,310,309,33.01,11.36837,-2.627128,2.1323,6.0024,1615.7581,61.5758
57,76,309,310,309,33.33,11.217184,-2.667069,2.1029,5.8448,1605.9537,60.5954
57,77,309,310,309,32.69,11.434392,-2.627244,2.1133,5.6966,1608.4067,60.8407
57,78,310,311,310,32.26,11.591306,-2.616942,2.1092,5.474,1609.5728,60.9573
57,79,311,312,311,31.83,11.671002,-2.624218,2.0769,5.6804,1599.095,59.9095
57,80,310,311,310,33.23,11.201355,-2.691362,2.0709,5.9241,1596.6277,59.6628
57,81,312,313,312,33.33,11.069146,-2.659259,2.0812,6.0419,1598.0652,59.8065
57,82,305,306,305,33.44,11.222431,-2.678167,2.1055,5.8779,1601.02,60.102
57,83,306,307,306,33.33,11.35533,-2.675198,2.1223,5.7959,1612.5033,61.2503
57,84,308,309,308,32.79,11.514223,-2.642897,2.1257,5.9015,1615.8568,61.5857
57,85,305,306,305,31.8,11.881209,-2.627235,2.109,6.0257,1606.0124,60.6012
57,86,299,300,299,32.11,11.811828,-2.707648,2.063,6.269,1584.283,58.4283
57,87,299,300,299,32.44,11.656828,-2.712703,2.0635,6.2725,1582.7462,58.2746
57,88,298,299,298,32.89,11.519644,-2.71875,2.0762,6.0979,1585.1752,58.5175
57,89,296,297,296,32.77,11.574096,-2.718153,2.0755,6.1974,1581.7748,58.1775
57,90,295,296,295,31.53,12.013729,-2.701692,2.0473,6.7194,1571.535,57.1535
57,91,292,293,292,32.53,11.715081,-2.770438,2.0392,6.489,1567.1565,56.7156
57,92,289,290,289,31.49,12.240858,-2.775289,2.0271,6.4084,1564.4109,56.4411
57,93,289,290,289,31.14,12.350953,-2.748224,2.0325,6.659,1564.6892,56.4689
57,94,289,290,289,31.49,12.13531,-2.769005,2.0142,6.6765,1556.0501,55.605
57,95,288,289,288,31.25,12.304178,-2.762234,2.0247,6.4507,1560.4537,56.0454
57,96,288,289,288,30.9,12.4546,-2.768958,2.0116,6.5705,1557.4367,55.7437
57,97,284,285,284,31.69,12.283258,-2.826529,2.016,6.5877,1557.1465,55.7147
57,98,283,284,283,31.45,12.384495,-2.843779,1.9979,6.6758,1550.5269,55.0527
57,99,280,281,280,30.36,12.849298,-2.78617,2.0103,6.6167,1548.8872,54.8887
57,100,281,282,281,30.6,12.562684,-2.77603,1.9958,6.3735,1539.0649,53.9065
58,59,344,345,344,34.3,10.113615,-2.602561,2.029,5.7126,1605.2277,60.5228
58,60,334,335,334,33.83,10.526174,-2.651354,2.03,5.7369,1603.5085,60.3509
58,61,329,330,329,33.13,10.890961,-2.645466,2.0397,5.9233,1605.1122,60.5112
58,62,330,331,330,33.33,10.673217,-2.637346,2.0235,5.9858,1593.8377,59.3838
58,63,326,327,326,34.36,10.86205,-2.694056,2.1101,5.6612,1640.0216,64.0022
58,64,319,320,319,34.17,11.110846,-2.677249,2.1541,5.5812,1648.8599,64.886
58,65,312,313,312,35.26,10.966817,-2.698588,2.213,5.5887,1661.2352,66.1235
58,66,314,315,314,34.71,11.006886,-2.676998,2.1862,5.8421,1650.966,65.0966
58,67,315,316,315,33.33,11.441063,-2.648954,2.1595,5.8754,1645.0313,64.5031
58,68,314,315,314,33.76,11.284844,-2.674723,2.1501,6.1689,1639.851,63.9851
58,69,314,315,314,34.08,11.098675,-2.64859,2.1661,6.0377,1639.3002,63.93
58,70,317,318,317,33.44,11.270898,-2.629238,2.1535,5.9372,1639.946,63.9946
58,71,315,316,315,32.7,11.483778,-2.627117,2.1238,6.1258,1625.8802,62.588
58,72,313,314,313,32.59,11.531504,-2.618275,2.1291,5.993,1623.7574,62.3757
58,73,312,313,312,32.69,11.438977,-2.632982,2.1102,6.0259,1613.8493,61.3849
58,74,309,310,309,33.33,11.240965,-2.659086,2.1137,6.0184,1610.0475,61.0048
58,75,306,307,306,33.33,11.331667,-2.675777,2.1175,5.6661,1609.9716,60.9972
58,76,307,308,307,32.57,11.55826,-2.643777,2.112,5.6756,1608.5641,60.8564
58,77,310,311,310,32.26,11.56333,-2.635195,2.0895,5.4512,1602.9421,60.2942
58,78,313,314,313,31.95,11.554466,-2.645307,2.0507,5.83,1591.9962,59.1996
58,79,309,310,309,33.01,11.283752,-2.67521,2.0784,5.7838,1597.1743,59.7174
58,80,311,312,311,33.44,11.061663,-2.67936,2.0742,5.9824,1595.7854,59.5785
58,81,305,306,305,33.44,11.337886,-2.700018,2.1099,5.8228,1608.3608,60.8361
58,82,304,305,304,32.89,11.583447,-2.687611,2.1127,5.8402,1610.072,61.0072
58,83,306,307,306,32.68,11.586468,-2.645288,2.1262,5.911,1613.7175,61.3717
58,84,306,307,306,31.7,11.878005,-2.641949,2.0866,6.1805,1599.9991,59.9999
58,85,299,300,299,31.77,11.926579,-2.706097,2.0524,6.3554,1580.9811,58.0981
58,86,297,298,297,32.66,11.669786,-2.727299,2.0753,6.2533,1586.5095,58.651
58,87,293,294,293,33.79,11.401019,-2.796118,2.0808,6.1002,1586.254,58.6254
58,88,294,295,294,32.31,11.787918,-2.714089,2.0734,6.2758,1579.7486,57.9749
58,89,296,297,296,31.76,11.864004,-2.71262,2.0353,6.7172,1567.2671,56.7267
58,90,290,291,290,32.07,12.005318,-2.796782,2.0264,6.4123,1565.5285,56.5528
58,91,291,292,291,30.93,12.327705,-2.730741,2.0214,6.4755,1560.6144,56.0614
58,92,289,290,289,31.14,12.348248,-2.755926,2.0264,6.7931,1562.913,56.2913
58,93,287,288,287,31.71,12.132223,-2.793944,2.0161,6.784,1556.4192,55.6419
58,94,288,289,288,30.9,12.424163,-2.773004,2.0038,6.669,1553.9227,55.3923
58,95,287,288,287,31.01,12.456202,-2.781523,2.0129,6.5114,1557.8605,55.7861
58,96,283,284,283,31.8,12.235721,-2.856536,1.9974,6.6057,1549.9034,54.9903
